freq_ghz,S21_dB,S11_dB
1.840000,-0.934166,-7.132321
1.845000,-0.918506,-7.198190
1.850000,-0.903203,-7.263769
1.855000,-0.888268,-7.328971
1.860000,-0.873711,-7.393704
1.865000,-0.859540,-7.457872
1.870000,-0.845765,-7.521371
1.875000,-0.832396,-7.584097
1.880000,-0.819443,-7.645940
1.885000,-0.806914,-7.706785
1.890000,-0.794819,-7.766514
1.895000,-0.783166,-7.825006
1.900000,-0.771965,-7.882135
1.905000,-0.761224,-7.937773
1.910000,-0.750952,-7.991791
1.915000,-0.741156,-8.044056
1.920000,-0.731846,-8.094435
1.925000,-0.723028,-8.142794
1.930000,-0.714710,-8.188999
1.935000,-0.706901,-8.232918
1.940000,-0.699606,-8.274418
1.945000,-0.692833,-8.313371
1.950000,-0.686588,-8.349652
1.955000,-0.680879,-8.383140
1.960000,-0.675710,-8.413719
1.965000,-0.671087,-8.441279
1.970000,-0.667016,-8.465720
1.975000,-0.663503,-8.486945
1.980000,-0.660551,-8.504871
1.985000,-0.658165,-8.519422
1.990000,-0.656350,-8.530532
1.995000,-0.655109,-8.538147
2.000000,-0.654445,-8.542226
2.005000,-0.654362,-8.542739
2.010000,-0.654861,-8.539666
2.015000,-0.655947,-8.533004
2.020000,-0.657619,-8.522760
2.025000,-0.659880,-8.508954
2.030000,-0.662731,-8.491619
2.035000,-0.666173,-8.470800
2.040000,-0.670206,-8.446552
2.045000,-0.674830,-8.418944
2.050000,-0.680045,-8.388055
2.055000,-0.685849,-8.353971
2.060000,-0.692241,-8.316790
2.065000,-0.699221,-8.276618
2.070000,-0.706786,-8.233566
2.075000,-0.714933,-8.187753
2.080000,-0.723660,-8.139304
2.085000,-0.732963,-8.088347
2.090000,-0.742840,-8.035014
2.095000,-0.753287,-7.979440
2.100000,-0.764298,-7.921761
2.105000,-0.775870,-7.862115
2.110000,-0.787997,-7.800638
2.115000,-0.800675,-7.737467
2.120000,-0.813898,-7.672739
2.125000,-0.827659,-7.606586
2.130000,-0.841953,-7.539140
2.135000,-0.856773,-7.470529
2.140000,-0.872113,-7.400877
2.145000,-0.887964,-7.330307
2.150000,-0.904321,-7.258935
2.155000,-0.921174,-7.186874
2.160000,-0.938517,-7.114233
2.165000,-0.956340,-7.041117
2.170000,-0.974636,-6.967623
2.175000,-0.993397,-6.893849
2.180000,-1.012612,-6.819882
2.185000,-1.032274,-6.745809
2.190000,-1.052373,-6.671711
2.195000,-1.072900,-6.597662
2.200000,-1.093844,-6.523736
2.205000,-1.115197,-6.449998
2.210000,-1.136949,-6.376511
2.215000,-1.159089,-6.303335
2.220000,-1.181608,-6.230523
2.225000,-1.204496,-6.158126
2.230000,-1.227742,-6.086191
2.235000,-1.251335,-6.014761
2.240000,-1.275266,-5.943876
2.245000,-1.299524,-5.873572
2.250000,-1.324098,-5.803883
2.255000,-1.348977,-5.734839
2.260000,-1.374152,-5.666468
2.265000,-1.399612,-5.598794
2.270000,-1.425345,-5.531840
2.275000,-1.451342,-5.465626
2.280000,-1.477591,-5.400169
2.285000,-1.504082,-5.335486
2.290000,-1.530804,-5.271589
2.295000,-1.557747,-5.208491
2.300000,-1.584900,-5.146201
2.305000,-1.612252,-5.084729
2.310000,-1.639794,-5.024080
2.315000,-1.667514,-4.964260
2.320000,-1.695402,-4.905273
2.325000,-1.723449,-4.847122
2.330000,-1.751643,-4.789810
2.335000,-1.779975,-4.733335
2.340000,-1.808435,-4.677699
2.345000,-1.837012,-4.622900
2.350000,-1.865697,-4.568935
2.355000,-1.894480,-4.515803
2.360000,-1.923351,-4.463499
2.365000,-1.952301,-4.412019
2.370000,-1.981319,-4.361359
2.375000,-2.010398,-4.311513
2.380000,-2.039527,-4.262475
2.385000,-2.068698,-4.214240
2.390000,-2.097901,-4.166800
2.395000,-2.127127,-4.120148
2.400000,-2.156368,-4.074277
2.405000,-2.185614,-4.029180
2.410000,-2.214858,-3.984849
2.415000,-2.244091,-3.941275
2.420000,-2.273304,-3.898450
2.425000,-2.302490,-3.856365
2.430000,-2.331640,-3.815013
2.435000,-2.360746,-3.774384
2.440000,-2.389801,-3.734470
2.445000,-2.418796,-3.695261
2.450000,-2.447725,-3.656749
2.455000,-2.476579,-3.618924
2.460000,-2.505351,-3.581778
2.465000,-2.534035,-3.545301
2.470000,-2.562622,-3.509484
2.475000,-2.591107,-3.474319
2.480000,-2.619481,-3.439797
2.485000,-2.647739,-3.405907
2.490000,-2.675874,-3.372642
2.495000,-2.703879,-3.339993
2.500000,-2.731747,-3.307950
2.505000,-2.759473,-3.276506
2.510000,-2.787050,-3.245650
2.515000,-2.814472,-3.215376
2.520000,-2.841734,-3.185674
2.525000,-2.868828,-3.156535
2.530000,-2.895751,-3.127952
2.535000,-2.922495,-3.099917
2.540000,-2.949055,-3.072421
2.545000,-2.975426,-3.045456
2.550000,-3.001602,-3.019015
2.555000,-3.027579,-2.993089
2.560000,-3.053351,-2.967672
2.565000,-3.078912,-2.942755
2.570000,-3.104258,-2.918331
2.575000,-3.129384,-2.894394
2.580000,-3.154285,-2.870936
2.585000,-3.178956,-2.847949
2.590000,-3.203393,-2.825428
2.595000,-3.227590,-2.803365
2.600000,-3.251544,-2.781754
2.605000,-3.275250,-2.760588
2.610000,-3.298704,-2.739861
2.615000,-3.321900,-2.719567
2.620000,-3.344836,-2.699700
2.625000,-3.367506,-2.680254
2.630000,-3.389907,-2.661222
2.635000,-3.412035,-2.642600
2.640000,-3.433885,-2.624382
2.645000,-3.455454,-2.606562
2.650000,-3.476738,-2.589135
2.655000,-3.497732,-2.572096
2.660000,-3.518434,-2.555440
2.665000,-3.538839,-2.539162
2.670000,-3.558943,-2.523257
2.675000,-3.578744,-2.507721
2.680000,-3.598237,-2.492549
2.685000,-3.617420,-2.477736
2.690000,-3.636287,-2.463279
2.695000,-3.654836,-2.449173
2.700000,-3.673064,-2.435415
2.705000,-3.690967,-2.422000
2.710000,-3.708542,-2.408924
2.715000,-3.725785,-2.396185
2.720000,-3.742693,-2.383777
2.725000,-3.759263,-2.371699
2.730000,-3.775492,-2.359947
2.735000,-3.791376,-2.348517
2.740000,-3.806912,-2.337407
2.745000,-3.822097,-2.326614
2.750000,-3.836928,-2.316134
2.755000,-3.851401,-2.305965
2.760000,-3.865514,-2.296105
2.765000,-3.879263,-2.286551
2.770000,-3.892646,-2.277301
2.775000,-3.905659,-2.268353
2.780000,-3.918300,-2.259704
2.785000,-3.930564,-2.251353
2.790000,-3.942449,-2.243297
2.795000,-3.953953,-2.235535
2.800000,-3.965072,-2.228066
2.805000,-3.975802,-2.220888
2.810000,-3.986142,-2.213999
2.815000,-3.996088,-2.207398
2.820000,-4.005637,-2.201084
2.825000,-4.014785,-2.195057
2.830000,-4.023531,-2.189314
2.835000,-4.031870,-2.183856
2.840000,-4.039801,-2.178682
2.845000,-4.047319,-2.173791
2.850000,-4.054422,-2.169183
2.855000,-4.061107,-2.164858
2.860000,-4.067371,-2.160815
2.865000,-4.073210,-2.157055
2.870000,-4.078622,-2.153577
2.875000,-4.083603,-2.150382
2.880000,-4.088151,-2.147471
2.885000,-4.092262,-2.144843
2.890000,-4.095934,-2.142500
2.895000,-4.099162,-2.140442
2.900000,-4.101945,-2.138671
2.905000,-4.104278,-2.137187
2.910000,-4.106159,-2.135992
2.915000,-4.107584,-2.135087
2.920000,-4.108550,-2.134473
2.925000,-4.109054,-2.134153
2.930000,-4.109093,-2.134129
2.935000,-4.108663,-2.134402
2.940000,-4.107761,-2.134974
2.945000,-4.106384,-2.135849
2.950000,-4.104528,-2.137028
2.955000,-4.102190,-2.138515
2.960000,-4.099367,-2.140312
2.965000,-4.096055,-2.142423
2.970000,-4.092250,-2.144851
2.975000,-4.087950,-2.147600
2.980000,-4.083150,-2.150673
2.985000,-4.077848,-2.154074
2.990000,-4.072039,-2.157808
2.995000,-4.065720,-2.161879
3.000000,-4.058888,-2.166293
3.005000,-4.051538,-2.171053
3.010000,-4.043668,-2.176165
3.015000,-4.035273,-2.181635
3.020000,-4.026349,-2.187468
3.025000,-4.016894,-2.193670
3.030000,-4.006903,-2.200249
3.035000,-3.996372,-2.207210
3.040000,-3.985298,-2.214560
3.045000,-3.973676,-2.222308
3.050000,-3.961504,-2.230459
3.055000,-3.948776,-2.239024
3.060000,-3.935490,-2.248009
3.065000,-3.921641,-2.257425
3.070000,-3.907226,-2.267279
3.075000,-3.892239,-2.277582
3.080000,-3.876678,-2.288344
3.085000,-3.860539,-2.299575
3.090000,-3.843817,-2.311286
3.095000,-3.826509,-2.323490
3.100000,-3.808610,-2.336197
3.105000,-3.790117,-2.349421
3.110000,-3.771025,-2.363174
3.115000,-3.751331,-2.377471
3.120000,-3.731031,-2.392326
3.125000,-3.710120,-2.407754
3.130000,-3.688596,-2.423771
3.135000,-3.666453,-2.440393
3.140000,-3.643689,-2.457638
3.145000,-3.620299,-2.475523
3.150000,-3.596280,-2.494067
3.155000,-3.571627,-2.513290
3.160000,-3.546338,-2.533214
3.165000,-3.520409,-2.553858
3.170000,-3.493836,-2.575247
3.175000,-3.466615,-2.597404
3.180000,-3.438745,-2.620353
3.185000,-3.410220,-2.644121
3.190000,-3.381039,-2.668735
3.195000,-3.351199,-2.694223
3.200000,-3.320696,-2.720616
3.205000,-3.289528,-2.747945
3.210000,-3.257693,-2.776244
3.215000,-3.225188,-2.805545
3.220000,-3.192011,-2.835887
3.225000,-3.158162,-2.867307
3.230000,-3.123637,-2.899845
3.235000,-3.088437,-2.933544
3.240000,-3.052559,-2.968448
3.245000,-3.016004,-3.004603
3.250000,-2.978772,-3.042058
3.255000,-2.940862,-3.080866
3.260000,-2.902275,-3.121081
3.265000,-2.863012,-3.162759
3.270000,-2.823075,-3.205961
3.275000,-2.782466,-3.250751
3.280000,-2.741188,-3.297195
3.285000,-2.699244,-3.345366
3.290000,-2.656637,-3.395336
3.295000,-2.613373,-3.447187
3.300000,-2.569458,-3.501000
3.305000,-2.524896,-3.556864
3.310000,-2.479696,-3.614872
3.315000,-2.433866,-3.675124
3.320000,-2.387415,-3.737724
3.325000,-2.340353,-3.802783
3.330000,-2.292692,-3.870418
3.335000,-2.244444,-3.940754
3.340000,-2.195623,-4.013924
3.345000,-2.146245,-4.090067
3.350000,-2.096327,-4.169335
3.355000,-2.045888,-4.251885
3.360000,-1.994947,-4.337887
3.365000,-1.943527,-4.427521
3.370000,-1.891652,-4.520979
3.375000,-1.839349,-4.618466
3.380000,-1.786645,-4.720201
3.385000,-1.733571,-4.826417
3.390000,-1.680161,-4.937364
3.395000,-1.626451,-5.053309
3.400000,-1.572478,-5.174539
3.405000,-1.518285,-5.301360
3.410000,-1.463915,-5.434101
3.415000,-1.409417,-5.573115
3.420000,-1.354841,-5.718783
3.425000,-1.300243,-5.871512
3.430000,-1.245679,-6.031743
3.435000,-1.191213,-6.199949
3.440000,-1.136910,-6.376643
3.445000,-1.082840,-6.562375
3.450000,-1.029078,-6.757743
3.455000,-0.975702,-6.963393
3.460000,-0.922795,-7.180021
3.465000,-0.870445,-7.408385
3.470000,-0.818745,-7.649302
3.475000,-0.767790,-7.903658
3.480000,-0.717684,-8.172412
3.485000,-0.668532,-8.456597
3.490000,-0.620447,-8.757330
3.495000,-0.573542,-9.075804
3.500000,-0.527940,-9.413294
3.505000,-0.483764,-9.771143
3.510000,-0.441144,-10.150746
3.515000,-0.400212,-10.553516
3.520000,-0.361104,-10.980825
3.525000,-0.323959,-11.433909
3.530000,-0.288921,-11.913709
3.535000,-0.256133,-12.420624
3.540000,-0.225741,-12.954121
3.545000,-0.197892,-13.512134
3.550000,-0.172733,-14.090176
3.555000,-0.150410,-14.680055
3.560000,-0.131070,-15.268190
3.565000,-0.114854,-15.833690
3.570000,-0.101902,-16.346851
3.575000,-0.092351,-16.769521
3.580000,-0.086330,-17.059317
3.585000,-0.083964,-17.178840
3.590000,-0.085369,-17.107446
3.595000,-0.090655,-16.849160
3.600000,-0.099922,-16.431099
3.605000,-0.113259,-15.893622
3.610000,-0.130745,-15.278785
3.615000,-0.152449,-14.622601
3.620000,-0.178424,-13.952203
3.625000,-0.208715,-13.286247
3.630000,-0.243349,-12.636646
3.635000,-0.282344,-12.010465
3.640000,-0.325701,-11.411489
3.645000,-0.373408,-10.841370
3.650000,-0.425442,-10.300425
3.655000,-0.481763,-9.788162
3.660000,-0.542321,-9.303615
3.665000,-0.607053,-8.845570
3.670000,-0.675882,-8.412691
3.675000,-0.748724,-8.003610
3.680000,-0.825481,-7.616975
3.685000,-0.906049,-7.251478
3.690000,-0.990312,-6.905873
3.695000,-1.078150,-6.578980
3.700000,-1.169434,-6.269690
3.705000,-1.264031,-5.976961
3.710000,-1.361804,-5.699820
3.715000,-1.462611,-5.437354
3.720000,-1.566309,-5.188711
3.725000,-1.672752,-4.953091
3.730000,-1.781794,-4.729748
3.735000,-1.893289,-4.517981
3.740000,-2.007093,-4.317134
3.745000,-2.123060,-4.126591
3.750000,-2.241050,-3.945774
3.755000,-2.360924,-3.774139
3.760000,-2.482544,-3.611176
3.765000,-2.605780,-3.456405
3.770000,-2.730501,-3.309374
3.775000,-2.856584,-3.169657
3.780000,-2.983907,-3.036854
3.785000,-3.112355,-2.910588
3.790000,-3.241817,-2.790503
3.795000,-3.372186,-2.676263
3.800000,-3.503360,-2.567554
3.805000,-3.635241,-2.464078
3.810000,-3.767738,-2.365553
3.815000,-3.900763,-2.271714
3.820000,-4.034233,-2.182313
3.825000,-4.168069,-2.097113
3.830000,-4.302196,-2.015893
3.835000,-4.436546,-1.938442
3.840000,-4.571052,-1.864562
3.845000,-4.705652,-1.794068
3.850000,-4.840289,-1.726782
3.855000,-4.974909,-1.662538
3.860000,-5.109461,-1.601181
3.865000,-5.243898,-1.542560
3.870000,-5.378176,-1.486536
3.875000,-5.512255,-1.432978
3.880000,-5.646097,-1.381759
3.885000,-5.779666,-1.332763
3.890000,-5.912931,-1.285878
3.895000,-6.045863,-1.240999
3.900000,-6.178434,-1.198026
3.905000,-6.310619,-1.156864
3.910000,-6.442395,-1.117426
3.915000,-6.573742,-1.079627
3.920000,-6.704642,-1.043387
3.925000,-6.835078,-1.008631
3.930000,-6.965034,-0.975289
3.935000,-7.094498,-0.943291
3.940000,-7.223457,-0.912575
3.945000,-7.351902,-0.883080
3.950000,-7.479824,-0.854749
3.955000,-7.607216,-0.827527
3.960000,-7.734071,-0.801363
3.965000,-7.860386,-0.776208
3.970000,-7.986155,-0.752016
3.975000,-8.111379,-0.728743
3.980000,-8.236054,-0.706346
3.985000,-8.360181,-0.684787
3.990000,-8.483763,-0.664028
3.995000,-8.606800,-0.644033
4.000000,-8.729296,-0.624768
4.005000,-8.851256,-0.606200
4.010000,-8.972686,-0.588300
4.015000,-9.093592,-0.571037
4.020000,-9.213984,-0.554383
4.025000,-9.333869,-0.538313
4.030000,-9.453259,-0.522801
4.035000,-9.572167,-0.507822
4.040000,-9.690605,-0.493353
4.045000,-9.808589,-0.479373
4.050000,-9.926136,-0.465860
4.055000,-10.043265,-0.452794
4.060000,-10.159998,-0.440156
4.065000,-10.276357,-0.427927
4.070000,-10.392368,-0.416089
4.075000,-10.508061,-0.404625
4.080000,-10.623467,-0.393518
4.085000,-10.738622,-0.382753
4.090000,-10.853566,-0.372315
4.095000,-10.968342,-0.362188
4.100000,-11.083000,-0.352357
4.105000,-11.197595,-0.342809
