freq_ghz,S21_dB,S11_dB
2.130000,-0.644731,-8.602434
2.135000,-0.652743,-8.552706
2.140000,-0.661268,-8.500509
2.145000,-0.670302,-8.445981
2.150000,-0.679840,-8.389261
2.155000,-0.689878,-8.330492
2.160000,-0.700411,-8.269812
2.165000,-0.711433,-8.207364
2.170000,-0.722939,-8.143285
2.175000,-0.734922,-8.077712
2.180000,-0.747376,-8.010781
2.185000,-0.760295,-7.942623
2.190000,-0.773673,-7.873365
2.195000,-0.787501,-7.803132
2.200000,-0.801774,-7.732045
2.205000,-0.816483,-7.660218
2.210000,-0.831621,-7.587765
2.215000,-0.847181,-7.514790
2.220000,-0.863153,-7.441397
2.225000,-0.879530,-7.367682
2.230000,-0.896304,-7.293737
2.235000,-0.913466,-7.219651
2.240000,-0.931007,-7.145505
2.245000,-0.948919,-7.071378
2.250000,-0.967192,-6.997342
2.255000,-0.985817,-6.923468
2.260000,-1.004786,-6.849819
2.265000,-1.024089,-6.776454
2.270000,-1.043716,-6.703432
2.275000,-1.063658,-6.630802
2.280000,-1.083906,-6.558614
2.285000,-1.104450,-6.486913
2.290000,-1.125279,-6.415738
2.295000,-1.146385,-6.345129
2.300000,-1.167758,-6.275118
2.305000,-1.189388,-6.205739
2.310000,-1.211264,-6.137020
2.315000,-1.233378,-6.068986
2.320000,-1.255719,-6.001662
2.325000,-1.278277,-5.935067
2.330000,-1.301043,-5.869221
2.335000,-1.324006,-5.804141
2.340000,-1.347158,-5.739841
2.345000,-1.370487,-5.676333
2.350000,-1.393985,-5.613629
2.355000,-1.417641,-5.551738
2.360000,-1.441446,-5.490668
2.365000,-1.465390,-5.430424
2.370000,-1.489464,-5.371013
2.375000,-1.513657,-5.312437
2.380000,-1.537962,-5.254700
2.385000,-1.562367,-5.197802
2.390000,-1.586865,-5.141745
2.395000,-1.611445,-5.086527
2.400000,-1.636098,-5.032148
2.405000,-1.660815,-4.978606
2.410000,-1.685588,-4.925898
2.415000,-1.710407,-4.874020
2.420000,-1.735264,-4.822969
2.425000,-1.760149,-4.772740
2.430000,-1.785055,-4.723328
2.435000,-1.809972,-4.674727
2.440000,-1.834891,-4.626932
2.445000,-1.859806,-4.579936
2.450000,-1.884707,-4.533733
2.455000,-1.909586,-4.488316
2.460000,-1.934435,-4.443677
2.465000,-1.959247,-4.399810
2.470000,-1.984012,-4.356707
2.475000,-2.008725,-4.314359
